b;Komin Plewa UNI FE 16/16+W 6 mb.;14.130;gaz;;;;;;
b;Komin Plewa UNI FE 16/16+W 7 mb.;14.131;gaz;;;;;;
b;Komin Plewa UNI FE 16/16+W 8 mb.;14.132;gaz;;;;;;
b;Komin Plewa UNI FE 16/16+W 9 mb.;14.133;gaz;;;;;;
b;Komin Plewa UNI FE 16/16+W 10 mb.;14.134;gaz;;;;;;
b;Komin Plewa UNI FE 18/18+W 3 mb.;14.135;gaz;;;;;;
b;Komin Plewa UNI FE 18/18+W 4 mb.;14.136;gaz;;;;;;
b;Komin Plewa UNI FE 18/18+W 5 mb.;14.137;gaz;;;;;;
b;Komin Plewa UNI FE 18/18+W 6 mb.;14.138;gaz;;;;;;
b;Komin Plewa UNI FE 18/18+W 7 mb.;14.139;gaz;;;;;;
b;Komin Plewa UNI FE 18/18+W 8 mb.;14.140;gaz;;;;;;
b;Komin Plewa UNI FE 18/18+W 9 mb.;14.141;gaz;;;;;;
b;Komin Plewa UNI FE 18/18+W 10 mb.;14.142;gaz;;;;;;
b;Komin Plewa UNI FE 20/20+W 3 mb.;14.143;gaz;;;;;;
b;Komin Plewa UNI FE 20/20+W 4 mb.;14.144;gaz;;;;;;
b;Komin Plewa UNI FE 20/20+W 5 mb.;14.145;gaz;;;;;;
b;Komin Plewa UNI FE 20/20+W 6 mb.;14.146;gaz;;;;;;
b;Komin Plewa UNI FE 20/20+W 7 mb.;14.147;gaz;;;;;;
b;Komin Plewa UNI FE 20/20+W 8 mb.;14.148;gaz;;;;;;
b;Komin Plewa UNI FE 20/20+W 9 mb.;14.149;gaz;;;;;;
b;Komin Plewa UNI FE 20/20+W 10 mb.;14.150;gaz;;;;;;
b;Komin Plewa UNI FU 14/14 3 mb.;14.151;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14 4 mb.;14.152;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14 5 mb.;14.153;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14 6 mb.;14.154;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14 7 mb.;14.155;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14 8 mb.;14.156;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14 9 mb.;14.157;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14 10 mb.;14.158;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16 3 mb.;14.159;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16 4 mb.;14.160;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16 5 mb.;14.161;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16 6 mb.;14.162;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16 7 mb.;14.163;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16 8 mb.;14.164;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16 9 mb.;14.165;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16 10 mb.;14.166;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18 3 mb.;14.167;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18 4 mb.;14.168;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18 5 mb.;14.169;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18 6 mb.;14.170;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18 7 mb.;14.171;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18 8 mb.;14.172;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18 9 mb.;14.173;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18 10 mb.;14.174;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20 3 mb.;14.175;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20 4 mb.;14.176;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20 5 mb.;14.177;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20 6 mb.;14.178;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20 7 mb.;14.179;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20 8 mb.;14.180;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20 9 mb.;14.181;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20 10 mb.;14.182;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 25/25 3 mb.;14.183;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 25/25 4 mb.;14.184;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 25/25 5 mb.;14.185;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 25/25 6 mb.;14.186;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 25/25 7 mb.;14.187;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 25/25 8 mb.;14.188;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 25/25 9 mb.;14.189;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 25/25 10 mb.;14.190;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14+W 3 mb.;14.191;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14+W 4 mb.;14.192;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14+W 5 mb.;14.193;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14+W 6 mb.;14.194;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14+W 7 mb.;14.195;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14+W 8 mb.;14.196;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14+W 9 mb.;14.197;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 14/14+W 10 mb.;14.198;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16+W 3 mb.;14.199;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16+W 4 mb.;14.200;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16+W 5 mb.;14.201;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16+W 6 mb.;14.202;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16+W 7 mb.;14.203;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16+W 8 mb.;14.204;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16+W 9 mb.;14.205;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 16/16+W 10 mb.;14.206;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18+W 3 mb.;14.207;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18+W 4 mb.;14.208;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18+W 5 mb.;14.209;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18+W 6 mb.;14.210;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18+W 7 mb.;14.211;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18+W 8 mb.;14.212;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18+W 9 mb.;14.213;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 18/18+W 10 mb.;14.214;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20+W 3 mb.;14.215;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20+W 4 mb.;14.216;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20+W 5 mb.;14.217;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20+W 6 mb.;14.218;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20+W 7 mb.;14.219;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20+W 8 mb.;14.220;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20+W 9 mb.;14.221;paliwo stałe;;;;;;
b;Komin Plewa UNI FU 20/20+W 10 mb.;14.222;paliwo stałe;;;;;;
b;Komin Plewa UNI LAS 14/14 3 mb.;14.223;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14 4 mb.;14.224;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14 5 mb.;14.225;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14 6 mb.;14.226;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14 7 mb.;14.227;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14 8 mb.;14.228;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14 9 mb.;14.229;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14 10 mb.;14.230;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16 3 mb.;14.231;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16 4 mb.;14.232;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16 5 mb.;14.233;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16 6 mb.;14.234;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16 7 mb.;14.235;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16 8 mb.;14.236;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16 9 mb.;14.237;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16 10 mb.;14.238;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18 3 mb.;14.239;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18 4 mb.;14.240;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18 5 mb.;14.241;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18 6 mb.;14.242;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18 7 mb.;14.243;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18 8 mb.;14.244;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18 9 mb.;14.245;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18 10 mb.;14.246;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 20/20 3 mb.;14.247;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 20/20 4 mb.;14.248;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 20/20 5 mb.;14.249;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 20/20 6 mb.;14.250;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 20/20 7 mb.;14.251;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 20/20 8 mb.;14.252;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 20/20 9 mb.;14.253;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 20/20 10 mb.;14.254;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12 3 mb.;14.255;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12 4 mb.;14.256;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12 5 mb.;14.257;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12 6 mb.;14.258;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12 7 mb.;14.259;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12 8 mb.;14.260;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12 9 mb.;14.261;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12 10 mb.;14.262;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14+W 3 mb.;14.263;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14+W 4 mb.;14.264;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14+W 5 mb.;14.265;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14+W 6 mb.;14.266;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14+W 7 mb.;14.267;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14+W 8 mb.;14.268;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14+W 9 mb.;14.269;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 14/14+W 10 mb.;14.270;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16+W 3 mb.;14.271;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16+W 4 mb.;14.272;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16+W 5 mb.;14.273;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16+W 6 mb.;14.274;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16+W 7 mb.;14.275;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16+W 8 mb.;14.276;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16+W 9 mb.;14.277;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 16/16+W 10 mb.;14.278;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18+W 3 mb.;14.279;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18+W 4 mb.;14.280;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18+W 5 mb.;14.281;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18+W 6 mb.;14.282;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18+W 7 mb.;14.283;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18+W 8 mb.;14.284;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18+W 9 mb.;14.285;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 18/18+W 10 mb.;14.286;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12+W 3 mb.;14.287;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12+W 4 mb.;14.288;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12+W 5 mb.;14.289;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12+W 6 mb.;14.290;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12+W 7 mb.;14.291;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12+W 8 mb.;14.292;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12+W 9 mb.;14.293;kondensacyjny;;;;;;
b;Komin Plewa UNI LAS 12/12+W 10 mb.;14.294;kondensacyjny;;;;;;
